suite,instance,n,mf_gap_before,mf_gap_after,mf_len_before,mf_len_after,edp_best_gap,delta_pct,time_sec,accepted,reason
core,berlin52,52,4.05727923627685,0.0,7848.0,7542.0,0.0,1.0,4.331784009933472,True,
core,d198,198,7.813688212927756,1.6603295310519646,17013.0,16042.0,1.964512040557668,1.0,14.85507607460022,True,
core,pr1002,1002,15.080005404466405,15.080005404466405,298109.0,298109.0,8.393136327665077,1.0,0.0,False,
core,pr1002,1002,15.080005404466405,8.393136327665077,298109.0,280787.0,8.393136327665077,1.0,0.0,True,hard_fallback_to_EDP_3SECT
core,u724,724,12.157003101884992,12.157003101884992,47005.0,47005.0,5.153901216893343,1.0,0.0,False,
core,u724,724,12.157003101884992,5.153901216893343,47005.0,44070.0,5.153901216893343,1.0,0.0,True,hard_fallback_to_EDP_3SECT
